1.02515,1.02515,1.0615999999999999,1.0322999999999998,1.0937999999999999,1.02515
1.02515,1.02515,1.0615999999999999,1.0322999999999998,1.0937999999999999,1.02515
1.0321500000000001,1.0321500000000001,1.14405,1.0303499999999999,1.06115,1.0321500000000001
1.0321500000000001,1.0321500000000001,1.14405,1.0303499999999999,1.06115,1.0321500000000001
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.059375,1.059375,1.05355,1.06765,1.060375,1.0541
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.073725,1.073725,1.063725,1.073725,1.117275,1.073725
1.073725,1.073725,1.07325,1.073725,1.117275,1.073725
1.12565,1.12565,1.097,1.1247500000000001,1.0923,1.12565
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
