1.0852875,1.0852875,1.132375,1.1284375,1.1251625,1.0852875
1.0852875,1.0852875,1.132375,1.1284375,1.1251625,1.0852875
1.1173125,1.1173125,1.113225,1.1130375,1.11265,1.114375
1.1173125,1.1173125,1.113225,1.1130375,1.11265,1.114375
0.0,0.0,0.0,0.0,0.0,0.0
1.0282125,1.0282125,1.0949624999999998,1.0701625,1.06345,1.0201375
0.0,0.0,0.0,0.0,0.0,0.0
1.10455,1.10455,1.1023749999999999,1.1218,1.0734625,1.0956000000000001
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0044625,0.0
0.0,0.0,1.0167875,0.0,1.0044625,0.0
1.1206875,1.1206875,1.1180625,1.1187125,1.121975,1.1204375
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
