0,0,2265
0,1,2265
0,2,2314
0,3,2322
0,4,2298
0,5,2265
1,0,2265
1,1,2265
1,2,2314
1,3,2322
1,4,2298
1,5,2265
2,0,2312
2,1,2312
2,2,2314
2,3,2312
2,4,2298
2,5,2312
3,0,2312
3,1,2312
3,2,2314
3,3,2312
3,4,2298
3,5,2312
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,2204
5,1,2204
5,2,2308
5,3,2294
5,4,2308
5,5,2241
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,2315
7,1,2315
7,2,2309
7,3,2315
7,4,2315
7,5,2315
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,2270
10,1,2270
10,2,2324
10,3,2270
10,4,2294
10,5,2270
11,0,2270
11,1,2270
11,2,2324
11,3,2270
11,4,2294
11,5,2270
12,0,2309
12,1,2309
12,2,2308
12,3,2309
12,4,2322
12,5,2309
13,0,2238
13,1,2238
13,2,2308
13,3,2308
13,4,2293
13,5,2238
14,0,2311
14,1,2311
14,2,2308
14,3,2311
14,4,2311
14,5,2311
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
