0,0,4574
0,1,4574
0,2,4573
0,3,4574
0,4,4640
0,5,4574
1,0,4574
1,1,4574
1,2,4573
1,3,4574
1,4,4640
1,5,4574
2,0,4574
2,1,4574
2,2,4780
2,3,4574
2,4,4574
2,5,4574
3,0,4574
3,1,4574
3,2,4780
3,3,4574
3,4,4574
3,5,4574
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,2
5,1,2
5,2,2
5,3,2
5,4,2
5,5,2
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,4639
7,1,4639
7,2,4634
7,3,4639
7,4,4694
7,5,4638
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,4633
10,1,4633
10,2,4633
10,3,4633
10,4,4634
10,5,4633
11,0,4633
11,1,4633
11,2,4633
11,3,4633
11,4,4634
11,5,4633
12,0,4699
12,1,4699
12,2,4642
12,3,4699
12,4,4633
12,5,4699
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
