0,0,8940
0,1,8940
0,2,8873
0,3,8940
0,4,8904
0,5,8940
1,0,8940
1,1,8940
1,2,8875
1,3,8940
1,4,8904
1,5,8940
2,0,8889
2,1,8889
2,2,8880
2,3,8878
2,4,8877
2,5,8889
3,0,8889
3,1,8889
3,2,8877
3,3,8878
3,4,8877
3,5,8889
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,8869
5,1,8869
5,2,8856
5,3,8824
5,4,8858
5,5,8869
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,8960
7,1,8960
7,2,8919
7,3,8897
7,4,8928
7,5,8944
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,8918
10,1,8918
10,2,8894
10,3,8918
10,4,8885
10,5,8918
11,0,8918
11,1,8918
11,2,8894
11,3,8918
11,4,8885
11,5,8918
12,0,8881
12,1,8881
12,2,8878
12,3,8880
12,4,8875
12,5,8881
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
