0,0,4132
0,1,4132
0,2,4201
0,3,4132
0,4,4205
0,5,4132
1,0,4132
1,1,4132
1,2,4201
1,3,4132
1,4,4205
1,5,4132
2,0,4147
2,1,4147
2,2,4207
2,3,4147
2,4,4218
2,5,4147
3,0,4147
3,1,4147
3,2,4207
3,3,4147
3,4,4218
3,5,4147
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,2
5,1,2
5,2,2
5,3,2
5,4,2
5,5,2
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,4161
7,1,4161
7,2,4148
7,3,4160
7,4,4136
7,5,4160
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,4158
10,1,4158
10,2,4151
10,3,4158
10,4,4265
10,5,4158
11,0,4158
11,1,4158
11,2,4151
11,3,4158
11,4,4265
11,5,4158
12,0,4234
12,1,4234
12,2,4226
12,3,4234
12,4,4229
12,5,4234
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
