0,0,2326
0,1,2326
0,2,2431
0,3,2326
0,4,2426
0,5,2326
1,0,2326
1,1,2326
1,2,2431
1,3,2326
1,4,2426
1,5,2326
2,0,2362
2,1,2362
2,2,2431
2,3,2359
2,4,2437
2,5,2362
3,0,2362
3,1,2362
3,2,2431
3,3,2359
3,4,2437
3,5,2362
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,2223
5,1,2223
5,2,2426
5,3,2222
5,4,2432
5,5,2223
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,2338
7,1,2338
7,2,2427
7,3,2338
7,4,2393
7,5,2369
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,2329
10,1,2329
10,2,2426
10,3,2329
10,4,2426
10,5,2329
11,0,2329
11,1,2329
11,2,2426
11,3,2329
11,4,2426
11,5,2329
12,0,2355
12,1,2355
12,2,2426
12,3,2355
12,4,2433
12,5,2397
13,0,2355
13,1,2355
13,2,2427
13,3,2355
13,4,2423
13,5,2355
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
