0,0,4373
0,1,4373
0,2,4412
0,3,4397
0,4,4415
0,5,4373
1,0,4373
1,1,4373
1,2,4412
1,3,4397
1,4,4415
1,5,4373
2,0,4378
2,1,4378
2,2,4372
2,3,4372
2,4,4388
2,5,4378
3,0,4378
3,1,4378
3,2,4372
3,3,4372
3,4,4388
3,5,4378
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,4335
5,1,4335
5,2,4361
5,3,4329
5,4,4306
5,5,4290
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,4355
7,1,4355
7,2,4359
7,3,4384
7,4,4307
7,5,4340
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,4416
10,1,4416
10,2,4391
10,3,4416
10,4,4429
10,5,4416
11,0,4416
11,1,4416
11,2,4423
11,3,4416
11,4,4429
11,5,4416
12,0,4398
12,1,4398
12,2,4397
12,3,4395
12,4,4391
12,5,4398
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
