0,0,8746
0,1,8746
0,2,8735
0,3,8746
0,4,8724
0,5,8746
1,0,8746
1,1,8746
1,2,8735
1,3,8746
1,4,8724
1,5,8746
2,0,8785
2,1,8785
2,2,8767
2,3,8785
2,4,8750
2,5,8750
3,0,8785
3,1,8785
3,2,8767
3,3,8785
3,4,8750
3,5,8750
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,8720
5,1,8720
5,2,8704
5,3,8720
5,4,8720
5,5,8720
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,8772
7,1,8772
7,2,8754
7,3,8772
7,4,8742
7,5,8772
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,8728
10,1,8728
10,2,8727
10,3,8726
10,4,8718
10,5,8728
11,0,8728
11,1,8728
11,2,8727
11,3,8726
11,4,8718
11,5,8728
12,0,8722
12,1,8722
12,2,8707
12,3,8722
12,4,8709
12,5,8722
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
