0,0,9249
0,1,9249
0,2,9158
0,3,9249
0,4,9163
0,5,9249
1,0,9249
1,1,9249
1,2,9158
1,3,9249
1,4,9163
1,5,9249
2,0,9167
2,1,9167
2,2,9140
2,3,9167
2,4,9166
2,5,9167
3,0,9167
3,1,9167
3,2,9140
3,3,9167
3,4,9166
3,5,9167
4,0,4
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
5,0,9136
5,1,9136
5,2,9119
5,3,9135
5,4,9136
5,5,9136
6,0,4
6,1,4
6,2,4
6,3,4
6,4,4
6,5,4
7,0,9266
7,1,9266
7,2,9250
7,3,9266
7,4,9190
7,5,9266
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
10,0,9161
10,1,9161
10,2,9161
10,3,9161
10,4,9150
10,5,9161
11,0,9161
11,1,9161
11,2,9161
11,3,9161
11,4,9150
11,5,9161
12,0,9230
12,1,9230
12,2,9230
12,3,9230
12,4,9245
12,5,9245
13,0,3
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
14,0,3
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3
15,0,3
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3
