0,38,30,39,36,40,33,35,39,33,31,33,32,38,35,39,41,40,45,40,35,45,35,45,35,45,58,57,55,52,52,50,51,51,47,44,43,40,37,36,40,30,33,38,35,37,37,38,45,38,35,33,25,20,18,14,18,26,47,42,26,15,29,39,20,11,13,25,10,9,19,25,27,39,36,57,42,49,32,38,7,12,14,19,27,35,32,38,17,52,4,12,14,21,17,20,15,48,14,20,19
38,0,10,3,7,5,12,14,11,52,47,48,43,53,44,50,51,47,82,76,72,81,71,81,71,80,89,86,86,82,83,80,82,84,78,42,40,40,37,35,35,34,30,30,30,5,8,46,81,74,68,71,55,35,39,25,55,60,75,66,26,28,64,76,58,46,50,58,29,33,18,50,42,33,65,82,80,82,33,25,43,36,42,55,64,72,61,62,27,90,39,49,50,48,48,57,43,70,33,50,18
30,10,0,10,5,10,4,7,8,41,37,37,33,43,34,40,41,37,73,68,63,72,62,71,62,71,85,83,83,78,79,77,79,80,74,46,44,43,40,38,39,36,33,34,33,7,6,36,72,66,64,64,45,25,36,17,48,50,65,56,16,25,58,69,50,37,42,53,23,24,14,47,42,25,55,72,73,72,23,17,37,31,32,46,57,66,51,51,17,83,31,42,44,45,44,50,39,59,23,40,12
39,3,10,0,5,2,10,12,8,51,46,47,42,52,43,49,50,45,82,77,72,82,72,81,71,81,91,88,89,84,85,82,85,87,80,45,43,43,40,38,38,37,33,33,33,3,6,44,82,75,70,72,55,35,41,26,57,60,75,66,25,30,65,77,59,46,51,60,30,34,20,52,45,32,65,81,82,82,32,23,45,38,42,56,66,74,61,61,27,91,40,50,52,51,50,58,45,69,33,50,20
36,7,5,5,0,5,5,7,5,46,41,41,37,47,38,43,44,40,78,73,68,77,68,77,67,76,90,87,87,83,84,81,83,85,79,47,45,45,42,40,40,38,35,35,35,2,2,39,78,71,68,69,50,30,40,22,54,55,70,60,20,29,63,75,55,42,47,58,28,30,18,51,45,26,60,76,78,77,26,18,42,36,37,51,63,71,56,56,22,88,37,47,49,49,48,56,43,64,28,45,17
40,5,10,2,5,0,10,11,7,50,46,46,41,52,42,48,49,44,83,78,73,82,72,82,72,81,93,90,90,86,87,84,86,88,82,47,45,45,42,40,40,39,35,35,35,3,5,43,82,76,72,73,55,35,43,26,58,60,75,65,25,32,67,79,60,47,52,61,32,34,21,54,47,30,65,81,83,82,31,22,46,39,42,56,67,75,61,61,27,92,41,51,53,52,52,60,46,68,33,50,21
33,12,4,10,5,10,0,3,5,40,35,36,31,42,32,38,39,34,74,69,64,73,63,72,63,72,89,86,86,82,83,80,82,83,78,50,48,47,44,42,43,40,37,38,37,7,5,34,74,67,67,66,45,25,39,19,51,51,65,55,15,28,61,72,52,38,44,56,26,26,18,51,46,21,55,71,75,72,21,13,40,35,33,47,60,68,51,51,18,85,33,45,47,48,47,53,42,58,24,40,15
35,14,7,12,7,11,3,0,5,40,35,35,30,41,31,37,38,33,75,70,65,74,65,73,64,72,91,89,89,85,85,83,84,86,80,52,50,50,47,45,46,43,40,41,40,8,5,32,75,68,69,68,46,25,42,21,53,52,65,55,15,31,64,74,54,40,46,59,29,28,20,53,49,19,55,70,77,72,20,11,42,38,34,49,62,70,51,51,19,87,35,47,49,51,49,55,45,58,25,41,17
39,11,8,8,5,7,5,5,0,45,40,40,35,46,36,42,42,38,80,75,70,79,69,78,68,77,94,91,91,87,88,85,87,89,83,52,50,50,47,45,45,43,40,40,40,5,3,37,79,73,72,72,50,30,44,25,57,57,70,60,20,33,67,78,58,44,50,62,32,32,22,55,50,23,60,75,81,77,25,15,45,40,38,53,66,74,56,56,23,91,39,50,53,53,52,59,47,62,30,46,20
33,52,41,51,46,50,40,40,45,0,5,5,10,5,11,9,11,14,45,40,37,42,36,41,34,39,85,85,82,80,78,78,77,75,75,75,74,72,68,67,70,62,63,67,65,48,45,12,43,39,62,47,15,18,51,32,40,22,25,15,25,46,55,57,35,25,31,54,39,27,42,58,60,26,18,30,55,34,21,33,38,45,18,27,47,54,15,11,26,64,29,39,43,53,48,46,48,18,23,16,38
31,47,37,46,41,46,35,35,40,5,0,2,5,7,7,8,10,11,48,43,40,46,39,44,37,43,85,85,82,80,78,78,77,76,75,72,71,69,65,64,67,59,60,63,61,43,40,9,47,42,62,49,18,14,49,28,40,25,30,20,20,43,55,58,36,25,31,54,36,24,38,57,58,21,22,35,57,39,16,28,37,42,17,28,48,55,19,16,22,66,27,39,43,52,47,46,47,22,20,16,34
33,48,37,47,41,46,36,35,40,5,2,0,5,5,5,6,8,9,50,45,42,47,40,46,39,44,87,87,84,82,80,80,79,78,77,74,72,70,67,65,68,61,61,65,63,43,41,7,48,44,64,51,19,15,51,29,42,26,30,20,21,44,57,60,38,27,33,56,37,25,39,58,60,20,23,35,59,39,16,28,39,44,19,30,50,57,20,16,24,68,29,41,45,54,49,48,49,22,21,18,35
32,43,33,42,37,41,31,30,35,10,5,5,0,10,3,7,9,8,53,48,45,51,43,50,42,48,88,87,85,82,81,80,80,79,77,71,69,67,64,62,65,58,58,61,59,38,36,6,52,47,64,53,22,13,49,26,43,29,35,25,16,42,57,62,39,27,33,56,35,24,36,57,58,16,27,40,61,44,11,23,39,43,19,32,51,59,24,21,20,71,29,41,45,53,49,48,47,27,19,20,31
38,53,43,52,47,52,42,41,46,5,7,5,10,0,10,5,7,11,49,44,42,46,40,44,38,42,90,90,87,85,83,83,82,80,80,79,78,76,72,71,74,66,67,70,68,49,46,10,47,43,67,52,20,21,55,35,45,26,26,15,26,50,60,61,40,30,36,59,43,31,45,63,65,25,21,30,59,36,21,33,43,49,23,32,52,59,19,13,29,68,34,44,48,58,53,51,53,17,27,21,41
35,44,34,43,38,42,32,31,36,11,7,5,3,10,0,5,7,5,55,50,47,53,46,51,44,50,91,90,88,85,84,83,83,82,80,73,72,70,66,65,68,60,61,64,62,39,37,3,54,49,67,55,25,15,52,29,46,32,36,25,18,44,60,65,42,30,36,59,38,26,38,60,61,15,29,40,64,45,11,23,42,45,22,34,54,62,26,22,23,73,32,44,48,56,52,51,50,27,22,23,34
39,50,40,49,43,48,38,37,42,9,8,6,7,5,5,0,2,5,54,50,47,51,45,50,43,48,93,93,90,88,86,86,85,84,83,79,77,75,72,70,73,66,66,69,67,45,43,5,53,48,70,56,25,20,56,34,48,31,32,21,23,49,63,66,44,33,39,62,42,31,43,64,65,20,26,35,64,42,17,28,45,50,25,36,56,63,24,18,28,73,35,47,51,60,55,54,54,22,26,24,39
41,51,41,50,44,49,39,38,42,11,10,8,9,7,7,2,0,5,56,51,48,53,47,51,45,49,95,95,92,90,88,88,87,86,85,80,79,77,73,72,75,67,68,71,69,46,43,5,54,50,72,58,26,22,58,36,50,33,33,22,25,51,65,68,46,35,41,64,44,33,45,66,67,20,28,35,66,43,17,28,47,52,27,38,58,65,26,20,30,75,37,49,53,62,57,56,56,22,28,26,41
40,47,37,45,40,44,34,33,38,14,11,9,8,11,5,5,5,0,59,54,51,56,50,55,48,53,96,95,93,90,89,88,88,87,85,78,76,74,71,69,72,65,65,68,66,42,39,2,58,53,72,60,29,20,57,33,50,36,38,26,21,49,65,69,47,35,41,64,42,31,42,65,66,15,32,40,68,47,13,23,47,50,27,39,59,66,29,24,27,78,37,49,53,61,57,56,55,27,26,27,38
45,82,73,82,78,83,74,75,80,45,48,50,53,49,55,54,56,59,0,5,10,4,10,6,11,9,56,59,54,54,50,53,49,45,50,83,82,79,77,76,81,71,75,80,77,80,79,58,2,7,41,18,31,51,56,56,30,24,29,37,62,60,36,25,25,36,32,42,55,48,64,54,62,69,28,39,17,21,62,73,42,53,41,26,27,26,29,37,56,23,42,37,39,49,44,34,50,42,50,34,63
40,76,68,77,73,78,69,70,75,40,43,45,48,44,50,50,51,54,5,0,5,5,5,6,6,8,56,58,53,54,50,52,49,45,49,79,78,75,72,72,77,66,71,76,73,75,74,53,5,2,39,16,26,45,51,51,26,19,27,33,56,55,33,25,20,30,27,38,50,43,59,50,58,64,24,37,18,20,57,68,37,48,36,21,24,24,25,33,51,25,37,32,34,46,40,30,45,38,44,29,58
35,72,63,72,68,73,64,65,70,37,40,42,45,42,47,47,48,51,10,5,0,10,2,10,4,12,55,56,52,52,48,50,47,44,47,74,73,70,68,67,72,62,66,71,68,70,69,50,10,3,36,13,22,41,46,46,21,15,27,32,52,50,30,23,15,25,22,34,45,38,54,46,54,60,22,38,18,22,53,64,32,43,31,16,20,22,22,31,46,26,32,27,30,41,36,26,41,38,40,25,53
45,81,72,82,77,82,73,74,79,42,46,47,51,46,53,51,53,56,4,5,10,0,10,2,10,5,60,62,57,58,54,56,53,49,54,84,83,80,78,77,82,72,76,81,78,79,78,55,2,7,43,21,29,49,57,55,31,22,25,33,60,60,39,29,25,35,32,44,55,47,64,55,64,66,25,35,21,17,60,71,42,53,40,26,29,29,26,33,55,27,42,38,40,51,46,35,51,38,49,33,62
35,71,62,72,68,72,63,65,69,36,39,40,43,40,46,45,47,50,10,5,2,10,0,10,2,11,57,58,54,53,50,52,49,46,49,75,74,71,68,68,72,62,66,71,68,69,68,48,10,3,37,15,21,40,47,46,22,14,25,30,51,50,32,25,15,25,22,36,45,38,54,47,55,58,20,36,20,20,52,62,32,43,30,16,22,24,21,29,45,28,32,28,30,42,37,27,41,36,39,24,52
45,81,71,81,77,82,72,73,78,41,44,46,50,44,51,50,51,55,6,6,10,2,10,0,10,3,62,64,59,60,55,58,55,51,55,85,84,81,78,78,82,72,76,81,78,79,77,53,4,8,45,22,28,48,57,55,32,21,23,31,59,60,40,30,25,35,32,45,55,47,64,56,65,65,23,33,23,15,59,70,42,54,39,26,30,30,25,32,54,29,42,38,40,52,47,36,51,36,48,32,62
35,71,62,71,67,72,63,64,68,34,37,39,42,38,44,43,45,48,11,6,4,10,2,10,0,10,58,60,56,55,52,53,51,48,51,75,75,72,69,68,73,63,67,72,69,69,68,46,10,5,39,17,19,39,48,45,23,12,23,28,50,50,33,27,16,25,22,37,45,37,54,48,55,57,18,34,22,19,50,61,33,44,30,16,23,26,19,27,45,30,32,29,31,43,38,28,42,34,38,23,52
45,80,71,81,76,81,72,72,77,39,43,44,48,42,50,48,49,53,9,8,12,5,11,3,10,0,65,67,62,62,58,60,57,53,58,86,85,82,79,79,83,73,77,82,79,78,76,51,7,9,47,25,26,47,58,55,33,20,20,29,58,60,42,33,26,35,32,47,55,47,64,58,66,64,21,30,25,12,57,69,43,54,38,26,32,33,23,29,54,32,42,39,42,53,48,38,52,33,47,31,62
58,89,85,91,90,93,89,91,94,85,85,87,88,90,91,93,95,96,56,56,55,60,57,62,58,65,0,5,3,7,7,8,8,11,11,61,62,60,59,61,65,58,64,68,65,91,91,94,58,55,23,41,70,77,50,71,45,65,82,85,85,61,30,31,50,60,54,33,62,67,71,39,47,97,75,93,39,76,90,96,50,53,69,58,38,32,74,83,76,37,60,47,43,40,42,39,46,91,72,69,73
57,86,83,88,87,90,86,89,91,85,85,87,87,90,90,93,95,95,59,58,56,62,58,64,60,67,5,0,5,5,8,7,9,14,10,57,58,55,55,57,61,54,60,64,61,88,89,93,60,57,23,42,70,76,47,69,45,65,83,86,83,58,30,33,50,60,54,31,60,66,68,36,43,96,76,94,41,78,89,94,49,51,68,58,38,34,74,83,74,41,59,46,42,38,40,39,44,92,71,69,71
