0,38,30,39,36,40,33,35,39,33,31,33,32,38,35,39,41,40,45,40,35,45,35,45,35,45
38,0,10,3,7,5,12,14,11,52,47,48,43,53,44,50,51,47,82,76,72,81,71,81,71,80
30,10,0,10,5,10,4,7,8,41,37,37,33,43,34,40,41,37,73,68,63,72,62,71,62,71
39,3,10,0,5,2,10,12,8,51,46,47,42,52,43,49,50,45,82,77,72,82,72,81,71,81
36,7,5,5,0,5,5,7,5,46,41,41,37,47,38,43,44,40,78,73,68,77,68,77,67,76
40,5,10,2,5,0,10,11,7,50,46,46,41,52,42,48,49,44,83,78,73,82,72,82,72,81
33,12,4,10,5,10,0,3,5,40,35,36,31,42,32,38,39,34,74,69,64,73,63,72,63,72
35,14,7,12,7,11,3,0,5,40,35,35,30,41,31,37,38,33,75,70,65,74,65,73,64,72
39,11,8,8,5,7,5,5,0,45,40,40,35,46,36,42,42,38,80,75,70,79,69,78,68,77
33,52,41,51,46,50,40,40,45,0,5,5,10,5,11,9,11,14,45,40,37,42,36,41,34,39
31,47,37,46,41,46,35,35,40,5,0,2,5,7,7,8,10,11,48,43,40,46,39,44,37,43
33,48,37,47,41,46,36,35,40,5,2,0,5,5,5,6,8,9,50,45,42,47,40,46,39,44
32,43,33,42,37,41,31,30,35,10,5,5,0,10,3,7,9,8,53,48,45,51,43,50,42,48
38,53,43,52,47,52,42,41,46,5,7,5,10,0,10,5,7,11,49,44,42,46,40,44,38,42
35,44,34,43,38,42,32,31,36,11,7,5,3,10,0,5,7,5,55,50,47,53,46,51,44,50
39,50,40,49,43,48,38,37,42,9,8,6,7,5,5,0,2,5,54,50,47,51,45,50,43,48
41,51,41,50,44,49,39,38,42,11,10,8,9,7,7,2,0,5,56,51,48,53,47,51,45,49
40,47,37,45,40,44,34,33,38,14,11,9,8,11,5,5,5,0,59,54,51,56,50,55,48,53
45,82,73,82,78,83,74,75,80,45,48,50,53,49,55,54,56,59,0,5,10,4,10,6,11,9
40,76,68,77,73,78,69,70,75,40,43,45,48,44,50,50,51,54,5,0,5,5,5,6,6,8
35,72,63,72,68,73,64,65,70,37,40,42,45,42,47,47,48,51,10,5,0,10,2,10,4,12
45,81,72,82,77,82,73,74,79,42,46,47,51,46,53,51,53,56,4,5,10,0,10,2,10,5
35,71,62,72,68,72,63,65,69,36,39,40,43,40,46,45,47,50,10,5,2,10,0,10,2,11
45,81,71,81,77,82,72,73,78,41,44,46,50,44,51,50,51,55,6,6,10,2,10,0,10,3
35,71,62,71,67,72,63,64,68,34,37,39,42,38,44,43,45,48,11,6,4,10,2,10,0,10
45,80,71,81,76,81,72,72,77,39,43,44,48,42,50,48,49,53,9,8,12,5,11,3,10,0
